"","Sample_1S10","Sample_1S11","Sample_1S12","Sample_1S13","Sample_1S14","Sample_1S15","Sample_1S16","Sample_1S17","Sample_1S18","Sample_1S19","Sample_1S1","Sample_1S20","Sample_1S21","Sample_1S22","Sample_1S23","Sample_1S24","Sample_1S25","Sample_1S2","Sample_1S3","Sample_1S4","Sample_1S5","Sample_1S6","Sample_1S7","Sample_1S8","Sample_1S9","Sample_2S10","Sample_2S11","Sample_2S12","Sample_2S13","Sample_2S14","Sample_2S15","Sample_2S16","Sample_2S17","Sample_2S18","Sample_2S19","Sample_2S1","Sample_2S20","Sample_2S21","Sample_2S22","Sample_2S23","Sample_2S24","Sample_2S25","Sample_2S2","Sample_2S3","Sample_2S4","Sample_2S5","Sample_2S6","Sample_2S7","Sample_2S8","Sample_2S9","Sample_3S10","Sample_3S11","Sample_3S12","Sample_3S13","Sample_3S14","Sample_3S15","Sample_3S16","Sample_3S17","Sample_3S18","Sample_3S19","Sample_3S1","Sample_3S20","Sample_3S21","Sample_3S22","Sample_3S23","Sample_3S24","Sample_3S25","Sample_3S2","Sample_3S3","Sample_3S4","Sample_3S5","Sample_3S6","Sample_3S7","Sample_3S8","Sample_3S9","Sample_4S10","Sample_4S11","Sample_4S12","Sample_4S13","Sample_4S14","Sample_4S15","Sample_4S16","Sample_4S17","Sample_4S18","Sample_4S19","Sample_4S1","Sample_4S20","Sample_4S21","Sample_4S22","Sample_4S23","Sample_4S24","Sample_4S25","Sample_4S2","Sample_4S3","Sample_4S4","Sample_4S5","Sample_4S6","Sample_4S7","Sample_4S9","Sample_N10","Sample_N11","Sample_N12","Sample_N13","Sample_N14","Sample_N15","Sample_N16","Sample_N17","Sample_N18","Sample_N19","Sample_N1","Sample_N20","Sample_N21","Sample_N22","Sample_N23","Sample_N24","Sample_N25","Sample_N26","Sample_N27","Sample_N28","Sample_N29","Sample_N2","Sample_N30","Sample_N31","Sample_N32","Sample_N33","Sample_N34","Sample_N35","Sample_N36","Sample_N37","Sample_N38","Sample_N39","Sample_N3","Sample_N40","Sample_N41","Sample_N42","Sample_N43","Sample_N44","Sample_N45","Sample_N46","Sample_N47","Sample_N48","Sample_N49","Sample_N4","Sample_N50","Sample_N5","Sample_N6","Sample_N7","Sample_N8","Sample_N9","Sample_Pan01","Sample_Pan02","Sample_Pan03","Sample_Pan04","Sample_Pan05","Sample_Pan06","Sample_PC10","Sample_PC11","Sample_PC12","Sample_PC13","Sample_PC14","Sample_PC15","Sample_PC16","Sample_PC17","Sample_PC18","Sample_PC19","Sample_PC1","Sample_PC20","Sample_PC21","Sample_PC22","Sample_PC23","Sample_PC24","Sample_PC25","Sample_PC26","Sample_PC27","Sample_PC28","Sample_PC29","Sample_PC2","Sample_PC30","Sample_PC31","Sample_PC32","Sample_PC33","Sample_PC34","Sample_PC35","Sample_PC36","Sample_PC3","Sample_PC4","Sample_PC5","Sample_PC6","Sample_PC7","Sample_PC8","Sample_PC9"
"ENST00000437898.1|AL035413.1-201|30204",46,105,52,25,38,38,43,42,39,25,84,20,37,46,26,37,40,108,136,45,46,80,44,66,101,97,140,111,56,45,29,18,31,34,31,56,43,27,47,46,39,53,84,83,21,73,69,52,31,55,56,79,51,41,49,37,35,21,43,15,75,33,20,19,30,32,16,109,86,46,60,41,55,67,77,125,115,64,32,36,54,26,30,36,34,108,42,17,22,16,14,31,74,91,49,40,33,87,62,51,68,48,48,43,50,61,51,66,88,96,17,24,75,75,113,41,41,51,29,35,98,30,35,19,52,36,27,39,35,40,31,65,30,30,31,28,25,27,16,22,21,72,90,55,101,112,72,44,73,14,10,12,9,7,8,69,76,65,88,87,123,88,64,36,39,105,56,49,39,44,34,36,30,34,24,26,90,29,27,28,21,28,27,19,89,96,108,104,50,77,34
"ENST00000641138.1|Z98257.2-202|2527",10,10,20,1,4,5,5,5,3,2,7,4,4,4,9,4,4,13,15,2,6,6,4,13,3,15,16,18,3,2,1,10,2,3,12,10,5,9,12,14,3,2,12,15,4,15,13,10,3,8,8,13,11,2,5,2,2,5,5,2,12,4,7,3,8,4,2,15,9,5,16,5,7,11,14,14,5,17,8,2,6,6,2,7,6,12,4,1,4,0,5,4,11,19,3,8,5,12,20,8,6,6,4,10,13,7,8,6,11,11,14,6,6,10,13,5,6,6,3,4,13,3,0,4,5,7,2,4,5,9,4,11,10,5,4,5,6,6,4,2,3,7,9,9,12,10,8,8,7,0,0,1,0,0,0,6,5,8,20,12,23,20,13,12,6,18,12,4,5,6,4,2,4,4,5,1,16,4,5,5,0,6,5,2,8,15,14,14,10,5,4
"ENST00000421114.1|AL139254.1-201|950",1,4,0,1,2,2,3,6,1,2,4,10,4,0,0,0,3,10,7,1,4,3,2,10,6,0,0,1,8,3,3,16,5,4,3,7,5,10,3,2,0,5,4,10,1,4,10,7,3,4,0,0,0,0,7,1,4,9,5,6,10,5,4,0,11,5,4,3,1,3,3,3,2,6,1,1,3,2,2,7,11,5,5,8,8,10,3,6,7,0,6,5,4,18,3,2,4,1,2,9,1,10,5,5,3,12,1,8,4,1,4,4,3,6,2,5,9,2,3,1,3,7,3,3,4,5,4,10,3,7,2,4,12,1,4,8,4,4,4,2,1,3,91,2,3,9,7,3,0,2,1,0,0,1,1,6,4,7,2,0,0,0,1,11,7,7,6,4,7,3,5,4,6,6,2,2,15,5,3,2,1,1,1,3,8,10,3,7,7,9,17
"ENST00000624125.1|AL591122.2-201|1853",0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,0,0,4,4,1,2,0,3,0,2,1,0,1,3,1,3,0,1,1,3,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,4,0,5,0,6,2,3,3,1,2,3,1,2,1,0,2,3,2,2,2,2,0,0,1,0,1,0,2,2,1,0,0,2,7,1,0,1,0,3,0,0,0,0,2,0,2,1,0,1,0,1,0,4,0,1,5,4,4,3,2,0,2,3,1,1,2,1,6,1,1,5,2,0,0,1,4,0,0,1,1,0,2,2,1,1,4,1,0,2,0,0,0,3,0,2,3,4,1,1,0,0,1,1,1,1,2,2,1,0,0,0,0,1,2,0,1,0,5,0,3,2,0,0,2,3,4,5,0,1,2,0,1,0,1,1,5,4,0,0,0,1
"ENST00000335648.3|ZNF436-AS1-201|2547",0,3,4,0,2,1,1,2,1,1,2,4,1,0,1,1,0,1,0,1,0,1,0,1,1,2,0,1,5,2,4,4,1,3,1,2,1,0,0,0,1,3,0,3,3,0,2,2,1,1,0,0,1,2,0,2,0,1,3,1,2,3,2,0,0,4,2,0,5,0,0,0,1,2,1,1,1,0,0,1,2,1,2,1,0,1,1,1,2,0,2,2,0,2,0,0,1,3,0,1,0,1,2,3,0,2,0,2,0,0,1,2,0,1,0,1,2,1,0,1,2,1,2,3,3,2,3,2,2,1,1,3,0,1,0,1,1,3,0,2,0,2,3,3,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,2,0,1,1,1,1,2,0,1,2,0,2,3,1,0,0,0,0,1,1,0,1,0,1,2,0,3,2,3,2
"ENST00000447961.1|ELOA-AS1-202|787",0,0,1,0,2,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,5,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENST00000443579.1|BX293535.1-201|4757",1,0,1,0,0,0,0,2,0,1,1,2,0,1,0,0,1,0,0,2,1,0,1,0,0,1,1,0,0,0,2,3,0,0,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,1,1,2,7,0,0,0,0,1,1,2,1,1,0,1,0,0,1,0,2,3,1,0,0,0,0,2,3,7,0,0,1,0,0,1,0,2,0,0,0,3,0,0,2,3,1,1,2,0,0,1,4,0,0,1,0,1,3,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,1,2,0,2,0,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"ENST00000635044.1|LINC01778-207|9806",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,3,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,2,0,1,4,1,0,2,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,1,3,2,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,2,1
"ENST00000640623.1|LINC01226-208|8089",2,1,2,0,2,3,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,3,2,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,3,1,1,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,2,1,0,3,1,2,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,3,2,1,1,0,0
"ENST00000639047.1|LINC01226-202|3607",0,0,7,2,0,1,1,2,0,4,2,1,0,2,4,0,2,0,0,1,1,0,2,1,0,0,2,2,0,3,1,3,0,0,4,0,3,1,0,0,0,1,0,8,0,4,2,3,0,3,6,9,34,1,1,0,0,0,0,1,8,0,1,0,1,0,0,0,12,6,0,0,2,9,0,4,0,7,1,1,2,11,0,0,1,2,0,0,0,4,0,0,3,3,0,7,0,2,2,3,0,0,2,0,0,1,5,0,3,10,2,0,1,1,0,0,1,4,2,1,8,0,0,2,1,1,4,3,0,1,1,2,2,2,0,0,1,2,1,0,0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ENST00000453837.1|AL354919.1-201|13550",10,8,12,2,3,4,1,4,1,2,18,2,2,0,3,0,3,9,12,7,6,3,4,4,19,17,10,12,1,0,3,4,0,3,3,7,2,2,2,2,1,1,12,6,3,3,5,9,3,4,2,4,3,6,7,5,5,5,1,1,5,2,3,2,3,2,3,7,3,1,3,3,7,6,10,11,6,7,0,3,6,0,5,4,3,14,5,2,3,1,2,4,12,16,4,1,4,9,14,5,4,10,3,8,5,5,4,1,8,3,5,3,3,5,7,1,2,1,1,3,12,1,2,0,1,2,4,3,4,0,3,4,3,3,2,0,1,1,2,0,1,1,12,5,5,10,4,4,5,0,0,1,0,0,1,4,13,3,9,14,23,14,8,8,14,11,16,4,1,3,2,2,1,3,1,2,6,7,4,2,1,2,3,4,5,20,12,24,11,6,6
"ENST00000429293.1|AL122010.1-201|862",0,1,2,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,1,0,0,0,0,0,1,0,1,3,0,2,2,0,0,0,5,1,2,0,0,2,1,0,0,0,0,2,2,1,2,0,1,1,0,0,2,0,1,1,1,0,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,1,0,1,3,1,1,2,0,0,0,0,12,0,0,1,0,1,0,3,0,0,1,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
"ENST00000641402.1|AL590434.1-201|4921",1,0,1,0,2,4,4,2,2,1,0,1,0,4,0,5,1,5,2,2,6,3,2,0,0,0,1,0,5,1,2,5,1,3,2,1,3,1,1,2,2,2,0,6,0,0,4,0,0,1,4,2,2,2,0,1,1,1,1,2,2,3,4,2,5,5,2,2,3,3,2,0,0,0,1,1,0,0,4,3,2,1,1,2,1,4,3,1,4,1,1,2,2,0,4,1,0,0,0,4,2,2,2,1,2,1,2,2,0,1,2,2,1,2,0,3,1,3,0,1,0,1,2,1,2,6,3,2,1,1,2,0,1,2,2,1,0,3,0,1,1,3,1,3,0,1,2,1,3,2,1,0,0,0,1,2,7,3,2,2,0,0,0,1,0,1,0,1,3,0,1,1,0,3,2,0,1,1,3,4,0,6,2,2,0,0,2,0,1,1,2
"ENST00000642067.1|AL031430.1-201|2658",1,1,1,3,0,0,0,1,2,2,1,2,0,2,1,2,1,0,0,2,2,0,1,0,0,0,0,1,0,4,0,0,1,0,1,3,1,1,3,0,0,2,2,5,2,2,2,1,4,1,2,4,1,1,0,0,0,0,0,4,2,0,0,0,1,0,1,0,0,1,4,0,1,1,2,2,1,2,1,0,3,1,0,2,1,3,3,0,1,0,1,3,4,2,0,1,2,1,2,2,2,0,1,3,1,3,1,2,2,0,1,0,1,2,1,5,0,0,0,1,1,1,1,1,1,4,3,0,1,1,0,1,2,0,0,0,0,2,0,0,1,0,1,4,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,1,2,9,0,3,1,1,1,3,1,1,0,1,1,0,0,1,0,2,0,0,0,2,0,3,0,0,2,0
"ENST00000431311.1|LINC01343-201|5734",0,3,0,2,0,0,0,0,1,0,0,0,2,0,2,0,1,1,0,1,0,0,0,3,2,0,0,2,0,3,1,0,1,0,0,1,1,0,0,0,0,2,2,3,0,0,0,0,1,0,1,2,1,0,1,0,0,2,2,1,3,0,1,0,1,0,0,2,0,3,5,0,0,2,1,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,1,1,3,0,0,1,1,0,1,1,0,2,3,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,2,1,2,0,0,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,2,6,5,0,1,1,3,3,0,2,2,1,1,0,1,0,2,0,0,1,2,2,0,0,0,2,0,2,0,0,1,0
"ENST00000626479.1|SLFNL1-AS1-201|29301",2,4,2,2,3,2,0,2,0,2,1,1,1,1,2,4,1,2,1,0,0,0,1,4,1,2,1,0,1,1,1,2,0,0,3,1,1,2,3,3,0,2,1,3,1,2,0,2,4,3,1,2,5,2,2,3,2,0,2,2,1,2,1,3,2,1,1,1,3,1,1,1,1,6,3,5,3,1,2,0,0,2,1,2,3,3,4,0,1,1,0,2,3,1,1,0,1,6,3,2,1,0,0,1,0,0,3,3,0,1,0,0,0,2,1,1,2,1,2,2,0,0,4,1,2,1,3,0,1,1,1,0,3,2,0,1,0,1,0,2,0,5,2,0,0,4,2,0,3,0,0,0,1,0,0,0,2,4,0,1,0,1,2,0,0,2,1,1,3,3,0,0,2,1,0,2,1,2,1,1,1,0,0,0,0,2,2,7,0,2,2
"ENST00000414798.1|AL512353.1-201|11742",1,7,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,2,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,5,5
"ENST00000434244.5|AL139220.2-207|61048",42,30,94,44,34,43,53,53,69,74,60,47,50,66,55,51,45,47,47,31,36,32,51,55,62,69,74,75,48,48,33,37,61,51,63,45,66,93,43,78,70,45,51,72,10,42,70,47,46,52,43,61,114,41,61,76,64,48,76,39,43,33,84,47,71,82,49,58,53,27,40,47,48,47,96,59,47,51,42,33,58,57,49,61,72,41,49,45,50,14,50,60,31,64,44,21,42,56,34,41,42,37,30,45,51,53,51,50,42,32,37,29,40,45,64,37,51,43,39,37,43,35,41,28,61,48,39,33,40,39,41,46,74,77,52,36,54,61,48,63,55,65,40,52,61,60,41,39,52,17,15,33,38,29,18,54,67,29,65,65,71,68,70,54,35,65,49,38,36,38,53,47,32,52,63,37,41,38,45,60,27,52,63,50,37,72,103,68,41,42,37
"ENST00000626198.1|LINC01144-201|1710",1,3,0,0,0,1,1,1,1,3,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,1,1,1,1,1,0,2,1,9,0,1,0,1,0,0,0,0,2,1,1,0,2,0,0,0,3,2,1,0,1,0,3,0,0,1,1,0,4,0,0,0,1,0,2,0,0,0,0,0,2,2,5,3,0,0,4,0,1,1,0,1,0,1,3,0,2,1,1,0,0,2,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2,2,1,1,1,2,0,0,0,0,0,0,5,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,2,5,0,0
"ENST00000422216.1|AL135960.1-201|4954",0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,4,2,0,0,0,0,1,0,0,1,1,0,0,1,0,2,4,2,0,2,0,4,2,2,2,0,2,0,1,1,0,0,1,0,1,2,1,0,1,1,0,1,0,3,0,0,4,1,1,0,0,2,0,0,1,0,0,1,0,3,0,2,0,0,0,0,2,0,1,1,0,3,2,0,1,0,0,1,0,1,0,4,3,2,0,2,0,2,2,2,0,2,1,1,2,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,4,0,1,4,0,1,1,0,1,1,0,2,2,2,0,1,0,0,0,0,1,0,0,2,9,0,1,1,1,1
"ENST00000438589.1|AL691459.1-201|4416",2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,1,4,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,1,0,0,1,2,1,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0
"ENST00000366181.2|LINC01562-201|40002",0,0,0,0,1,0,2,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,2,1,0,0,4,0,3,1,0,0,0,1,1,0,2,0,0,0,0,0,3,1,1,0,2,1,1,4,0,1,0,1,0,3,0,0,1,0,2,2,1,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,2,0,0,1,0,1,1,0,2,0,0,1,0,2,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,1,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,1,2,1,0,1,1,1
"ENST00000424246.1|AC104170.2-201|1696",2,2,3,2,0,0,0,0,0,3,5,1,0,1,1,0,1,2,1,2,1,2,1,0,0,3,2,2,1,0,0,1,0,0,3,0,0,0,0,1,0,3,2,1,2,5,3,1,1,1,2,4,3,0,0,0,0,1,1,1,4,0,0,1,0,2,1,0,5,1,3,1,5,2,2,2,2,0,0,1,1,1,0,2,0,0,3,0,1,0,1,0,2,1,2,1,1,2,0,0,3,2,0,0,2,2,0,5,2,2,4,1,2,1,1,0,0,2,2,1,3,1,0,1,3,2,2,1,0,1,0,2,4,1,1,1,1,1,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,2,1,3,1,3,0,3,1,1,2,3,1,2,0,1,1,0,0,0,7,1,1,0,0,0,0,4,0,0,0,1,1,2,0,2,2
"ENST00000569869.1|AL606760.3-201|3591",1,3,2,1,0,0,0,0,2,1,1,0,0,5,2,1,2,1,1,2,0,0,0,0,1,0,2,1,0,2,2,2,0,0,5,0,0,0,0,1,0,2,0,6,0,2,1,3,0,3,6,1,27,0,0,1,0,0,0,1,7,4,1,0,0,0,2,2,9,3,2,1,0,9,0,1,0,7,1,0,0,3,5,1,0,0,1,1,4,3,0,0,0,5,0,6,5,1,2,2,0,0,0,1,1,0,7,5,1,4,1,3,0,0,5,3,0,1,0,0,5,2,0,0,0,2,1,1,0,1,0,1,3,1,1,0,0,0,1,0,0,2,0,0,4,1,2,0,2,0,1,1,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENST00000432653.1|AL355483.4-201|667",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,2,1,1,0,0,0,1,0,1,2,0,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,4,1,1,2,1,0,0,0,0,0,0,0,1,0,2,1,0,1,3,2,1,2,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,3,1,1,0,1,1
"ENST00000623663.2|AL357673.2-201|5235",3,3,4,0,0,1,0,3,1,1,2,1,0,1,1,0,1,2,3,2,3,3,1,0,3,2,5,0,1,1,2,0,1,0,1,1,3,1,0,4,1,1,1,1,0,0,1,1,1,4,2,0,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,2,5,3,2,2,0,1,1,4,3,1,0,3,2,0,0,2,0,3,0,1,0,0,1,0,2,2,1,1,2,1,2,0,2,2,1,2,1,4,4,1,0,1,3,2,3,1,4,0,0,3,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,2,2,1,1,1,3,0,0,2,3,1,0,3,0,0,0,1,1,0,2,3,4,2,4,4,6,3,1,0,0,4,1,0,0,1,0,2,0,4,1,0,0,1,0,1,0,1,1,2,2,7,1,7,0,1
"ENST00000422374.1|AL603840.1-201|153966",0,0,0,1,0,1,0,1,1,0,1,1,0,2,2,0,2,5,0,0,0,4,0,1,0,0,1,3,0,0,1,0,0,0,1,1,0,1,0,0,1,2,3,3,1,3,0,1,0,5,8,4,15,0,2,0,1,0,1,0,2,1,0,1,1,0,1,0,5,0,2,1,1,3,0,3,0,1,0,1,1,2,0,1,0,0,0,1,0,3,0,0,0,2,1,1,2,1,0,2,0,1,0,1,1,0,0,3,0,0,0,1,4,0,0,0,1,3,0,2,1,0,2,2,1,2,1,0,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,4,0,0,1,3,1,0,0,1,0,0,2,0,1,1
"ENST00000636386.1|AL136985.3-202|52876",6,5,16,7,19,11,8,11,14,7,11,12,2,29,75,7,9,12,13,12,7,7,2,6,7,11,18,11,6,31,16,9,4,4,39,12,5,4,1,26,9,20,6,22,19,16,10,14,22,33,76,34,114,6,6,5,1,11,11,5,66,16,4,5,7,4,4,2,68,37,8,2,1,24,2,23,3,48,9,5,8,37,29,11,7,6,4,13,9,34,14,1,19,36,11,30,28,6,22,12,11,7,17,5,10,7,19,22,24,38,5,7,5,0,3,6,5,36,15,7,30,15,12,27,13,16,9,12,13,13,15,13,22,17,15,1,19,3,18,3,5,3,19,6,36,6,23,3,11,0,6,0,1,0,1,6,6,5,2,3,2,6,3,11,5,4,4,8,3,1,31,4,5,4,3,0,2,5,3,1,22,1,1,4,2,3,21,4,7,2,15
"ENST00000443012.1|AL035416.1-201|34436",0,1,2,0,1,0,0,0,2,1,2,0,0,3,3,0,0,5,3,2,0,0,1,2,0,2,1,1,1,1,0,2,0,1,1,2,1,0,1,1,1,1,1,2,0,1,0,1,0,2,4,1,0,1,1,2,0,2,0,0,0,2,3,0,1,1,2,1,1,1,0,0,1,0,0,3,1,6,0,1,1,0,1,1,1,0,2,4,0,0,1,0,0,4,1,1,1,1,1,0,2,0,0,1,0,0,0,4,1,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,0,1,2,2,8,1,0,0,2,0,3,0,3,4,0,1,2,0,1,0,0,0,1,0,1,2,1,0,2,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,3,2,4,4,2,0,1,2,2,0,1,1,0
"ENST00000634281.1|LINC01748-202|61428",1,4,1,0,1,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,0,3,1,1,0,2,0,2,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,2,1,1,1,1,0,2,0,0,1,2,0,0,3,0,1,1,0,0,1,0,1,0,0,1,3,0,2,1,1,0,1,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3,1,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
